0	15:53:31.496149
0,008539	15:53:31.497508
0,017057	15:53:31.498864
0,02572	15:53:31.500243
0,034412	15:53:31.501627
0,043095	15:53:31.503010
0,051808	15:53:31.504398
0,059995	15:53:31.505703
0,068142	15:53:31.507002
0,076428	15:53:31.508324
0,084715	15:53:31.509647
0,093004	15:53:31.510971
0,101461	15:53:31.512323
0,10973	15:53:31.513646
0,118147	15:53:31.514994
0,126433	15:53:31.516322
0,134784	15:53:31.517662
0,143026	15:53:31.518986
0,151446	15:53:31.520340
0,159557	15:53:31.521646
0,167906	15:53:31.522992
0,176194	15:53:31.524330
0,183814	15:53:31.525562
0,191399	15:53:31.526790
0,198992	15:53:31.528021
0,206622	15:53:31.529260
0,214252	15:53:31.530501
0,221789	15:53:31.531729
0,229198	15:53:31.532938
0,236619	15:53:31.534151
0,243868	15:53:31.535338
0,251031	15:53:31.536513
0,258265	15:53:31.537702
0,265511	15:53:31.538895
0,273384	15:53:31.540194
0,280859	15:53:31.541430
0,288432	15:53:31.542685
0,295821	15:53:31.543912
0,303114	15:53:31.545126
0,310324	15:53:31.546329
0,317584	15:53:31.547543
0,324743	15:53:31.548743
0,332022	15:53:31.549966
0,339157	15:53:31.551168
0,346339	15:53:31.552381
0,353449	15:53:31.553585
0,360771	15:53:31.554828
0,368072	15:53:31.556071
0,375129	15:53:31.557276
0,382068	15:53:31.558464
0,389022	15:53:31.559658
0,395887	15:53:31.560840
0,402841	15:53:31.562041
0,4096	15:53:31.563212
0,416346	15:53:31.564384
0,422904	15:53:31.565527
0,429466	15:53:31.566674
0,435934	15:53:31.567808
0,442483	15:53:31.568960
0,449857	15:53:31.570261
0,457152	15:53:31.571553
0,464365	15:53:31.572835
0,471484	15:53:31.574105
0,478398	15:53:31.575343
0,485474	15:53:31.576615
0,492397	15:53:31.577864
0,49927	15:53:31.579109
0,506238	15:53:31.580376
0,512992	15:53:31.581609
0,519741	15:53:31.582846
0,526637	15:53:31.584115
0,533418	15:53:31.585368
0,540046	15:53:31.586598
0,546598	15:53:31.587819
0,552786	15:53:31.588977
0,559604	15:53:31.590258
0,56628	15:53:31.591518
0,572927	15:53:31.592778
0,579492	15:53:31.594028
0,586105	15:53:31.595293
0,592708	15:53:31.596562
0,598927	15:53:31.597763
0,605336	15:53:31.599006
0,611884	15:53:31.600282
0,618354	15:53:31.601549
0,624838	15:53:31.602825
0,631214	15:53:31.604086
0,637554	15:53:31.605346
0,644041	15:53:31.606642
0,650419	15:53:31.607923
0,656636	15:53:31.609178
0,663068	15:53:31.610483
0,669885	15:53:31.611874
0,676191	15:53:31.613168
0,682913	15:53:31.614555
0,68947	15:53:31.615916
0,695898	15:53:31.617258
0,702182	15:53:31.618578
0,708606	15:53:31.619935
0,714888	15:53:31.621270
0,721282	15:53:31.622637
0,727525	15:53:31.623980
0,73385	15:53:31.625349
0,739548	15:53:31.626590
0,745025	15:53:31.627790
0,750353	15:53:31.628964
0,756528	15:53:31.630332
0,762601	15:53:31.631686
0,768446	15:53:31.632998
0,774309	15:53:31.634322
0,780252	15:53:31.635673
0,786059	15:53:31.637002
0,792081	15:53:31.638389
0,797924	15:53:31.639744
0,803396	15:53:31.641022
0,809247	15:53:31.642397
0,814892	15:53:31.643733
0,820201	15:53:31.644998
0,825809	15:53:31.646343
0,831333	15:53:31.647677
0,836756	15:53:31.648996
0,842272	15:53:31.650347
0,847862	15:53:31.651726
0,853077	15:53:31.653022
0,858593	15:53:31.654402
0,863928	15:53:31.655747
0,868921	15:53:31.657015
0,874173	15:53:31.658358
0,879417	15:53:31.659709
0,884388	15:53:31.660999
0,889595	15:53:31.662360
0,894785	15:53:31.663727
0,899668	15:53:31.665023
0,904766	15:53:31.666386
0,909812	15:53:31.667746
0,914518	15:53:31.669024
0,919512	15:53:31.670390
0,924367	15:53:31.671729
0,928923	15:53:31.672995
0,933785	15:53:31.674356
0,938646	15:53:31.675728
0,943191	15:53:31.677021
0,947953	15:53:31.678386
0,952658	15:53:31.679746
0,957033	15:53:31.681021
0,961602	15:53:31.682363
0,966119	15:53:31.683700
0,970471	15:53:31.684999
0,975044	15:53:31.686375
0,979573	15:53:31.687749
0,983734	15:53:31.689022
0,98815	15:53:31.690384
0,992602	15:53:31.691769
0,996606	15:53:31.693025
1,000881	15:53:31.694377
0,996644	15:53:31.695728
0,99264	15:53:31.696994
0,988327	15:53:31.698347
0,983853	15:53:31.699739
0,979699	15:53:31.701020
0,975211	15:53:31.702393
0,97068	15:53:31.703768
0,966512	15:53:31.705022
0,962021	15:53:31.706363
0,95749	15:53:31.707705
0,953099	15:53:31.708995
0,948442	15:53:31.710353
0,943747	15:53:31.711711
0,939178	15:53:31.713022
0,934402	15:53:31.714382
0,929576	15:53:31.715745
0,925007	15:53:31.717025
0,920172	15:53:31.718370
0,915331	15:53:31.719706
0,910635	15:53:31.720992
0,905632	15:53:31.722352
0,900569	15:53:31.723718
0,895695	15:53:31.725023
0,890806	15:53:31.726322
0,885648	15:53:31.727683
0,880534	15:53:31.729022
0,875443	15:53:31.730345
0,87025	15:53:31.731685
0,865116	15:53:31.733000
0,859686	15:53:31.734381
0,854311	15:53:31.735738
0,849035	15:53:31.737060
0,843517	15:53:31.738433
0,837983	15:53:31.739800
0,832702	15:53:31.741095
0,827177	15:53:31.742441
0,82158	15:53:31.743795
0,816135	15:53:31.745103
0,810427	15:53:31.746465
0,804646	15:53:31.747835
0,799156	15:53:31.749127
0,793288	15:53:31.750499
0,787466	15:53:31.751851
0,781874	15:53:31.753141
0,775957	15:53:31.754497
0,769989	15:53:31.755856
0,764277	15:53:31.757148
0,758133	15:53:31.758529
0,752026	15:53:31.759893
0,746144	15:53:31.761198
0,740055	15:53:31.762541
0,73384	15:53:31.763903
0,727912	15:53:31.765194
0,721482	15:53:31.766586
0,715133	15:53:31.767952
0,708853	15:53:31.769295
0,702421	15:53:31.770662
0,696078	15:53:31.772002
0,689755	15:53:31.773330
0,683256	15:53:31.774687
0,676701	15:53:31.776048
0,670083	15:53:31.777414
0,663446	15:53:31.778776
0,656908	15:53:31.780110
0,650295	15:53:31.781452
0,643552	15:53:31.782813
0,636776	15:53:31.784173
0,629892	15:53:31.785547
0,623017	15:53:31.786912
0,616009	15:53:31.788296
0,609227	15:53:31.789628
0,60239	15:53:31.790964
0,595749	15:53:31.792255
0,588664	15:53:31.793626
0,581604	15:53:31.794985
0,574482	15:53:31.796349
0,567421	15:53:31.797695
0,560256	15:53:31.799054
0,553185	15:53:31.800389
0,546436	15:53:31.801657
0,539215	15:53:31.803008
0,531793	15:53:31.804390
0,524904	15:53:31.805667
0,517498	15:53:31.807034
0,510097	15:53:31.808394
0,50297	15:53:31.809698
0,495565	15:53:31.811047
0,488191	15:53:31.812385
0,481139	15:53:31.813659
0,473611	15:53:31.815014
0,466029	15:53:31.816373
0,45877	15:53:31.817669
0,451152	15:53:31.819024
